regime,arm,estimator,snr0,family,index,selected_hyperparameter,old_band_feature_error,radial_error_old,angular_error_old_rad,t_birth_error,tau_decay_error
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,plunging_feature,3,1.0,0.8671873239974173,0.5598756021035204,1.56967733319245,3.1,3.4
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,plunging_feature,4,1.0,0.8656638360463504,0.5298874053295719,1.5100712598538335,3.3,2.4
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,plunging_feature,5,1.0,0.8506452739835424,0.5298206711012969,1.3353280625955404,3.2,1.1
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,plunging_feature,6,1.0,0.8653350868092861,0.5305096764693552,1.612683774966204,3.2,1.7
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,plunging_feature,7,1.0,0.8669751801196528,0.5290389802816956,1.5341282308119124,4.1,1.9
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,two_hotspot_trajectories,0,1.0,0.8312051109434312,0.5151602138147464,2.394396830578582,3.4,1.1
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,two_hotspot_trajectories,1,1.0,0.7510537532708732,0.5192301164939194,0.9354487240887184,4.1,2.2
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,two_hotspot_trajectories,2,1.0,0.7989291044386608,0.5345546362498548,0.6439572517396177,2.9,0.5
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,two_hotspot_trajectories,3,1.0,0.7910920870455045,0.5104727059201242,1.048827369733678,4.0,4.3
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,two_hotspot_trajectories,4,1.0,0.7083698650107269,0.4825405497913237,0.780680539992005,3.0,0.7
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,two_hotspot_trajectories,5,1.0,0.8884123059724359,0.46874999999999994,2.7873276588013822,3.2,3.1
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,two_hotspot_trajectories,6,1.0,0.7730485414098192,0.4826528183604851,1.9279241260391045,4.3,4.6
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,two_hotspot_trajectories,7,1.0,0.7311167927036775,0.5030435626365211,1.0322907571238458,3.2,5.2
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,0,1.0,0.8701545793365725,0.5227662488015435,1.8417887544990228,4.0,0.2
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,1,1.0,0.8346170419084293,0.4815258722725696,1.3793517320551616,3.0,1.4
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,2,1.0,0.8341337307551454,0.4788265661553127,1.497506563034067,3.4,4.2
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,3,1.0,0.8294750451390167,0.49894228758662473,1.3621936608694787,5.0,4.7
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,4,1.0,0.8342417385925307,0.5123614888757265,1.1959122431642581,3.8,0.5
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,5,1.0,0.821075332676799,0.5164368569676028,0.5970056216144791,4.2,2.0
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,6,1.0,0.8816580382931336,0.5253388452441837,2.1598575366433796,3.5,5.5
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,7,1.0,0.8814642282955616,0.5004080595266167,2.4874463921510563,3.7,5.5
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,flare_birth_motion_decay,0,1.0,0.5567090837803396,0.5126927833551169,1.3380125585682967,2.7,0.7
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,flare_birth_motion_decay,1,1.0,0.47335562775630735,0.5135784396598979,1.556398694564546,1.6,0.9
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,flare_birth_motion_decay,2,1.0,0.5580242425091814,0.4785790979537004,1.6506509364898347,1.9,0.8
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,flare_birth_motion_decay,3,1.0,0.411051492710428,0.4770758858374144,2.047262009447814,0.1,1.4
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,flare_birth_motion_decay,4,1.0,0.40410922798860593,0.5162887190346885,1.7809712384832725,1.0,0.4
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,flare_birth_motion_decay,5,1.0,0.2686643237959788,0.48165840018620865,0.9575505093865871,0.0,0.7
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,flare_birth_motion_decay,6,1.0,0.3735726539894977,0.524979997253375,1.6519161567315288,0.7,1.1
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,flare_birth_motion_decay,7,1.0,0.5637633345125688,0.46874999999999994,1.1252120546469135,1.9,0.6
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,m1_rotating_crescent,0,1.0,1054901043134.7651,0.5165953334876796,1.0043341825742074,3.8,2.4
